Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD102519,Beauty,Standard,2885,2.9,905.4,3,2.17,9.25,8.4,75.97
ORD102520,Home & Kitchen,Standard,5705,-3.0,701.3,1,3.14,6.62,6.14,68.76
ORD102521,Books,Standard,300,1.99,624.5,1,2.36,8.62,8.16,62.42
ORD102522,Beauty,Same-Day,300,1.79,235.5,1,3.66,6.23,4.6,27.99
ORD102523,Books,Same-Day,3358,-2.7,494.8,5,2.49,9.94,6.68,44.24
ORD102524,Electronics,Standard,5470,5.04,499.2,4,1.81,1.28,8.4,47.4
ORD102525,Electronics,Express,4055,3.22,172.1,3,1.19,2.16,6.5,18.09
ORD102526,Fashion,Same-Day,3098,3.0,915.3,6,2.01,5.08,1.56,49.86
ORD102527,Beauty,Same-Day,4116,3.31,687.0,8,4.19,7.72,9.63,62.04
ORD102528,Electronics,Standard,26040,3.19,20.0,1,1.5,7.92,7.79,37.95
ORD102529,Books,Express,3262,2.34,208.2,3,2.51,7.53,2.95,38.26
ORD102530,Beauty,Same-Day,3911,2.96,918.4,6,3.47,7.63,5.96,68.39
ORD102531,Beauty,EXPRESS,4328,3.97,407.3,5,1.77,8.75,3.43,49.4
ORD102532,Fashion,Same-Day,2398,2.39,699.4,2,2.48,3.47,6.67,54.0
ORD102533,Fashion,Express,5604,4.31,285.8,6,1.47,7.34,4.12,41.38
ORD102534,Beauty,Same-Day,3446,3.33,52.4,7,3.22,2.65,2.57,12.78
ORD102535,Electronics,Standard,5469,3.45,668.1,4,3.31,5.86,5.31,67.6
ORD102536,Electronics,Standard,7822,6.13,554.5,10,3.61,4.75,1.24,62.26
ORD102537,Electronics,Same-Day,3724,2.87,369.1,4,2.61,5.5,6.89,34.85
ORD102538,Fashion,Standard,6121,4.87,83.2,6,2.96,2.35,7.75,40.22
ORD102539,Home & Kitchen,Express,8081,3.67,759.1,6,2.45,8.87,7.85,60.83
ORD102540,Books,Same-Day,1682,2.52,447.5,1,1.81,4.86,9.74,46.77
ORD102541,Books,Same-Day,4791,3.73,304.6,8,1.64,3.28,5.34,32.18
ORD102542,Beauty,Standard,3495,3.74,46.6,7,1.6,5.39,6.83,41.62
ORD102543,Home & Kitchen,Standard,2049,4.28,426.6,9,2.03,3.0,1.85,43.02
ORD102544,Electronics,Same-Day,8941,3.05,109.2,5,3.83,9.05,3.33,27.99
ORD102545,Beauty,Same-Day,7759,4.11,182.3,9,3.98,2.23,6.51,28.61
ORD102546,Home & Kitchen,Same-Day,47510,3.8,364.9,6,4.47,3.23,5.06,40.38
ORD102547,Fashion ,Standard,5021,2.0,227.6,1,1.84,6.96,1.24,42.14
ORD102548,Beauty,Standard,4683,4.08,784.8,9,2.16,2.25,5.08,65.57
ORD102549,Electronics,Express,871,2.65,713.3,2,2.12,9.77,5.68,56.3
ORD102550,Fashion,Standard,6387,3.71,797.0,4,1.31,2.39,8.43,64.6
ORD102551,Fashion,Express,5772,4.74,908.2,8,3.16,4.93,4.69,69.3
ORD102552,Electronics,Express,7656,3.14,893.8,5,1.5,8.73,5.07,64.92
ORD102553,Beauty,Express,7563,4.76,373.2,10,2.29,1.96,7.66,47.78
ORD102554,Books,Standard,2157,2.1,188.3,3,1.65,9.17,5.43,46.5
ORD102555,Fashion,Standard,2543,2.73,225.1,5,2.22,8.66,2.07,42.98
ORD102556,Beauty,Standard,5081,4.75,156.8,8,2.37,1.92,7.19,45.31
ORD102557,Beauty,Same-Day,4998,3.14,123.7,5,3.57,5.0,2.92,19.14
ORD102558,Electronics,Standard,3276,3.84,463.3,4,3.03,7.97,2.63,56.13
ORD102559,Books,express,4159,2.31,838.1,5,3.86,4.07,6.07,60.29
ORD102560,Fashion,Standard,7885,3.69,361.3,7,4.5,9.44,8.81,53.6
ORD102561,Home & Kitchen,Same-Day,5008,3.33,603.4,4,4.1,4.25,13.2,37.71
ORD102562,Beauty,Standard,837,1.77,788.2,3,1.13,7.53,7.36,75.4
ORD102563,Books,Express,3303,4.64,822.1,6,4.18,4.12,4.94,62.05
ORD102564,Electronics,Same-Day,2740,3.63,87.0,4,1.95,2.72,1.86,14.6
ORD102565,Books,Express,5838,4.55,479.0,10,2.93,2.92,4.8,52.7
ORD102566,Beauty,Same-Day,5330,3.13,17.7,8,3.14,9.15,9.34,31.82
ORD102567,Books,Same-Day,6452,4.4,689.2,9,3.27,6.28,8.38,59.54
ORD102568,Fashion,Express,300,2.89,896.8,1,1.75,3.49,1.42,53.99
ORD102569,Fashion,Standard,5518,3.78,364.1,5,3.2,4.95,2.19,45.04
ORD102570,Fashion,Standard,1041,2.74,938.0,4,2.26,5.06,9.81,73.46
ORD102571,Home & Kitchen,Standard,5925,3.81,704.8,3,2.59,8.97,4.17,66.75
ORD102572,Home & Kitchen,Express,1489,2.95,88.1,3,3.97,7.16,4.33,28.14
ORD102573,Beauty,Express,3402,3.3,542.6,4,2.96,9.19,6.81,59.03
ORD102574,Books,STANDARD,300,1.87,166.8,1,0.85,1.42,6.49,40.25
ORD102575,Books,Same-Day,1833,3.44,779.9,3,2.04,3.76,7.77,54.27
ORD102576,Home & Kitchen,Standard,3825,3.1,238.1,2,3.02,8.67,9.15,58.16
ORD102577,Beauty,Same-Day,2887,2.86,422.6,1,2.47,5.16,3.55,26.91
ORD102578,Home & Kitchen,Express,6527,3.95,546.6,7,4.25,1.61,5.21,42.55
ORD102579,Fashion,Standard,4866,4.72,21.9,10,2.66,2.59,7.89,46.52
ORD102580,Beauty,Express,1901,2.56,283.6,3,3.17,1.75,4.03,32.38
ORD102581,Electronics,Express,7487,4.15,499.5,9,2.16,4.08,8.18,48.49
ORD102582,Home & Kitchen,Standard,2704,3.15,933.0,2,3.44,7.49,9.69,80.63
ORD102583,Home & Kitchen,Standard,2508,2.03,328.2,1,2.88,4.67,9.44,49.6
ORD102584,Home & Kitchen,Same-Day,2637,3.4,597.0,1,1.27,5.77,3.64,41.53
ORD102585,Home & Kitchen,Same-Day,6392,4.91,285.7,9,3.05,3.84,3.2,27.56
ORD102586,Home & Kitchen,Standard,7778,4.73,714.1,6,4.23,9.46,5.97,73.38
ORD102587,Books,Express,2974,4.12,574.1,8,4.43,5.28,7.13,59.82
ORD102588,Home & Kitchen,Same-Day,6823,4.46,646.7,8,4.44,1.98,8.35,56.34
ORD102589,Electronics,Standard,5443,2.94,19.8,3,3.65,3.05,4.13,35.67
ORD102590,Books,Express,2650,3.64,852.3,6,4.28,3.48,7.19,61.84
ORD102591,Electronics,Standard,9734,5.76,363.3,9,2.53,7.81,6.77,59.86
ORD102592,Beauty,Express,2443,2.71,3578.0,1,2.58,6.42,4.06,43.63
ORD102593,Home & Kitchen,Standard,2134,3.82,110.4,4,2.33,6.76,7.55,42.32
ORD102594,Books,Same-Day,6476,4.46,923.1,8,3.51,5.58,2.02,54.4
ORD102595,Books,Same-Day,1155,3.48,396.7,1,2.04,4.71,4.83,32.16
ORD102596,Books,Same-Day,5335,2.81,631.8,6,4.06,6.53,9.81,55.07
ORD102597,Beauty,Same-Day,3488,2.91,949.7,3,3.11,8.31,9.04,67.66
ORD102598,Books,Standard,2740,2.4,939.6,3,2.8,3.91,4.46,67.88
ORD102599,Electronics,Same-Day,3500,4.15,313.2,5,3.31,1.08,7.96,34.49
ORD102600,Home & Kitchen,Express,5695,4.38,187.4,6,3.16,9.51,7.57,45.4
ORD102601,Beauty,Express,1906,2.31,335.2,2,3.13,4.57,8.62,42.57
ORD102602,Fashion,Standard,5315,3.7,868.4,8,2.1,5.58,4.08,70.42
ORD102603,Home & Kitchen,Standard,3177,4.38,210.0,3,3.96,4.12,8.71,48.03
ORD102604,Electronics,Express,4944,3.7,379.3,7,2.26,2.3,5.29,43.65
ORD102605,Electronics,Standard,3529,2.86,794.1,2,1.55,1.16,1.79,52.99
ORD102606,Beauty,Same-Day,4052,2.19,818.8,2,3.67,9.13,4.44,56.45
ORD102607,Fashion,Express,3847,3.82,584.2,5,2.97,3.98,9.51,44.23
ORD102608,Home & Kitchen,Express,4946,2.34,336.6,2,1.76,7.16,7.05,55.36
ORD102609,Beauty,Standard,3895,2.72,374.2,3,1.19,1.22,1.95,42.17
ORD102610,Electronics,Same-Day,4306,4.05,16.6,6,3.37,1.93,6.49,24.13
ORD102611,Beauty,Same-Day,4801,3.51,509.1,7,3.07,3.49,4.42,43.11
ORD102612,Fashion,Same-Day,6406,4.5,780.7,9,3.09,8.5,3.28,66.76
ORD102613,Fashion,Express,5243,1.66,457.0,1,3.68,5.67,5.03,48.28
ORD102614,Home & Kitchen,Express,5006,2.18,141.9,1,3.49,6.91,1.69,25.03
ORD102615,Electronics ,Standard,2247,1.96,934.5,2,1.42,5.33,9.34,76.33
ORD102616,Books,Standard,3106,2.83,877.4,2,2.71,5.02,6.28,78.79
ORD102617,Beauty,Standard,2409,2.75,254.4,6,2.06,9.01,8.44,57.36
ORD102618,Electronics,Standard,4132,2.78,610.1,2,3.73,7.04,5.23,64.41
ORD102619,Beauty,Express,3832,5.62,834.5,4,2.33,7.89,4.5,60.28
ORD102620,Books,Express,5893,3.81,690.0,7,3.47,7.81,9.49,68.62
ORD102621,Books,Same-Day,3744,2.96,287.8,6,2.29,1.32,2.31,30.92
ORD102622,Fashion,Express,5427,3.17,179.6,6,3.7,2.45,6.25,37.33
ORD102623,Home & Kitchen,Standard,4692,6.4,248.8,1,2.64,7.93,2.19,47.15
ORD102624,Fashion,Same-Day,4666,4.54,217.3,1,1.75,6.03,5.4,30.61
ORD102625,Books,Standard,2320,3.39,275.9,5,3.99,5.29,7.78,44.31
ORD102626,Beauty,Express,4653,4.63,545.7,5,1.81,2.53,8.78,47.45
ORD102627,Electronics,Express,3253,1.88,864.5,2,2.36,3.68,3.62,53.52
ORD102628,Electronics,Same-Day,6086,3.94,639.0,6,3.93,7.3,3.0,51.03
ORD102629,Fashion,STANDARD,8009,5.57,658.6,8,3.88,3.68,6.17,64.9
ORD102630,Home & Kitchen,Standard,2427,4.03,720.4,6,2.62,1.5,9.69,76.56
ORD102631,Beauty,Same-Day,2935,2.82,4764.0,4,1.0,6.44,6.82,46.62
ORD102632,Electronics,Standard,6837,4.65,631.0,10,2.92,1.02,6.29,61.35
ORD102633,Fashion,Same-Day,3496,3.29,448.8,3,3.35,6.71,8.07,46.31
ORD102634,Home & Kitchen,Same-Day,4423,4.17,262.0,6,1.42,2.6,5.8,35.39
ORD102635,Beauty,Same-Day,2930,1.53,643.9,1,3.04,3.46,5.4,45.54
ORD102636,Beauty,Standard,3779,2.06,700.7,2,1.37,5.6,9.39,67.51
ORD102637,Beauty,Standard,4284,4.03,219.4,7,1.62,9.61,9.43,56.56
ORD102638,Beauty,Express,2913,1.6,384.0,2,3.0,7.49,2.84,37.88
ORD102639,Books,Same-Day,1180,2.29,234.0,2,1.26,6.4,6.76,40.86
ORD102640,Electronics,Standard,2387,2.45,428.3,3,2.05,8.51,3.05,58.99
ORD102641,Home & Kitchen,Standard,5838,4.47,717.7,2,1.35,6.34,1.97,57.59
ORD102642,Home & kitchen,Same-Day,907,2.89,791.1,1,3.03,2.67,9.95,57.29
ORD102643,Home & Kitchen,Standard,6189,3.87,134.9,6,4.76,9.9,8.56,52.48
ORD102644,Books,Standard,4347,4.72,148.1,9,2.12,2.52,5.95,34.8
ORD102645,Beauty,Same-Day,4043,5.27,121.3,10,3.64,5.94,2.62,33.36
ORD102646,Fashion,Standard,7091,3.76,668.6,5,2.17,4.82,1.59,54.45
ORD102647,Home & Kitchen,Express,8727,6.48,664.9,9,3.02,7.39,8.38,63.57
ORD102648,Home & Kitchen,Same-Day,5485,4.17,272.0,5,2.87,7.96,5.64,39.12
ORD102649,Home & Kitchen,Express,4729,3.79,721.6,2,1.71,6.09,8.75,63.8
ORD102650,Beauty,Same-Day,2203,5.52,46.8,6,1.61,4.21,1.02,18.84
ORD102651,Books,Express,1177,4.03,896.5,1,3.04,7.78,4.36,69.74
ORD102652,Beauty,Express,3368,3.14,739.9,4,4.03,7.46,1.78,59.42
ORD102653,Books,Standard,690,2.31,402.6,2,3.52,2.6,6.14,45.54
ORD102654,Beauty,Express ,4677,3.15,160.8,4,3.74,5.45,8.73,40.53
ORD102655,Fashion,Same-Day,8633,4.02,196.0,9,2.15,1.22,5.25,22.62
ORD102656,Books,Same-Day,3182,2.21,8667.0,4,4.24,8.79,8.38,64.9
ORD102657,Fashion,Express,4653,3.17,778.5,7,3.42,4.74,2.28,55.7
ORD102658,Fashion,Standard,4562,2.99,905.1,4,-1.4,1.19,4.17,57.19
ORD102659,Beauty,Express,4251,5.53,396.9,10,4.08,3.93,8.75,50.99
ORD102660,Home & Kitchen,Standard,2929,2.79,436.4,1,3.1,6.78,6.91,57.35
ORD102661,Home & Kitchen,Same-Day,6110,4.19,707.3,7,1.27,2.4,5.95,47.26
ORD102662,Home & Kitchen,Same-Day,3871,3.46,265.6,6,3.87,2.75,6.73,33.29
ORD102663,Electronics,Express,3102,6.59,424.0,2,2.08,3.56,3.65,33.79
ORD102664,Electronics,Same-Day,2259,3.86,71.0,6,2.04,9.67,3.86,26.7
ORD102665,Beauty,Express,2939,2.33,635.8,3,1.5,8.55,8.26,59.11
ORD102666,Fashion,Express,3183,1.71,328.2,1,0.5,8.15,1.0,35.58
ORD102667,Home & Kitchen,Same-Day,6287,3.65,73.1,5,2.95,1.05,7.78,23.07
ORD102668,Electronics,Standard,6092,5.06,595.5,8,4.56,2.14,1.23,47.76
ORD102669,Electronics,Same-Day,1230,2.25,628.1,1,1.53,5.83,7.27,48.52
ORD102670,Beauty,Express,1058,1.66,414.5,2,1.38,9.35,3.21,34.42
ORD102671,Home & Kitchen,Express,7410,4.32,935.9,7,3.73,4.42,7.94,81.61
ORD102672,Beauty,Same-Day,5608,4.74,902.8,5,1.15,2.43,5.0,55.44
ORD102673,Electronics,Express,6357,3.35,340.8,5,3.24,5.5,4.07,46.72
ORD102674,Electronics,Same-Day,3099,2.47,311.7,2,3.88,7.94,1.03,34.16
ORD102675,Books,Express,5285,3.79,330.4,8,-0.6,6.89,3.87,38.8
ORD102676,Electronics,Same-Day,1925,3.76,521.0,2,2.02,2.63,8.82,41.3
ORD102677,Home & Kitchen,Standard,5703,5.63,782.2,6,3.03,7.83,1.04,74.12
ORD102678,Books,Same-Day,6365,3.61,756.6,8,2.21,7.5,5.96,58.06
ORD102679,Beauty,Express,7409,4.88,818.3,10,4.63,7.93,6.96,71.75
ORD102680,Electronics,Standard,3606,2.75,93.4,2,1.12,4.67,7.78,32.83
ORD102681,Beauty,Standard,1140,2.95,303.3,2,3.86,7.22,2.22,41.44
ORD102682,Books,Same-Day,3967,3.26,178.5,8,3.61,7.22,8.72,35.93
ORD102683,Beauty,Standard,3773,3.08,740.5,3,3.06,9.46,5.43,77.56
ORD102684,Home & Kitchen,Express,4440,4.72,657.5,7,,1.17,2.67,51.8
ORD102685,Electronics,Same-Day,2866,5.46,462.4,6,4.39,5.68,7.94,49.1
ORD102686,Fashion,Standard,3174,5.0,372.8,1,1.17,9.82,1.15,48.49
ORD102687,Books,Express,1515,3.17,717.9,2,1.37,7.78,6.53,60.19
ORD102688,Fashion,Standard,6176,4.6,597.0,7,4.19,5.2,8.21,69.16
ORD102689,Beauty,Standard,5245,5.52,209.5,10,3.96,2.96,5.72,46.62
ORD102690,Fashion,Express,2316,2.76,211.6,1,1.41,4.71,5.68,24.94
ORD102691,Electronics,Standard,5367,4.2,87.7,4,4.14,1.32,6.82,38.75
ORD102692,Fashion,Same-Day,3180,2.65,223.0,4,2.05,7.88,9.94,38.34
ORD102693,Electronics,Standard,4103,4.36,623.7,7,4.14,8.67,1.52,61.32
ORD102694,Electronics,Express,4038,5.26,99.8,2,3.56,2.08,4.15,22.41
ORD102695,Beauty,Express,8598,4.15,220.0,10,2.96,9.06,3.06,36.5
ORD102696,Electronics,Same-Day,4301,6.03,366.0,2,2.19,1.78,3.05,25.3
ORD102697,Fashion,Standard,882,2.08,634.3,2,0.81,6.12,6.31,57.98
ORD102698,Books,Same-Day,4679,4.62,50.1,7,4.12,5.01,3.14,22.2
ORD102699,Books,Same-Day,5555,4.23,59.1,10,4.94,3.89,3.62,26.16
ORD102700,Electronics,Standard,7601,3.99,42.8,7,4.89,9.29,5.17,46.43
ORD102701,Electronics,Express,6684,2.94,71.9,3,3.49,8.38,6.94,31.41
ORD102702,Books,Same day,5658,3.31,704.9,6,1.67,8.7,4.94,56.25
ORD102703,Beauty,Express,300,2.12,50.4,1,3.06,7.16,5.11,28.17
ORD102704,Books,Standard,6995,4.38,547.5,10,2.65,9.62,5.44,61.33
ORD102705,Beauty,Express,3907,1.89,301.1,3,1.82,6.79,2.54,44.95
ORD102706,Beauty,Standard,4812,4.66,661.1,7,2.57,3.15,5.28,59.6
ORD102707,Electronics,Express,5779,3.31,50.6,3,4.0,6.24,2.93,34.55
ORD102708,Home & Kitchen,Express,679,3.42,850.4,1,2.27,7.51,7.54,69.77
ORD102709,Home & Kitchen,Same-Day,8458,5.08,735.6,6,4.23,7.95,5.35,56.55
ORD102710,Books,Standard,803,1.93,893.2,1,2.65,8.17,9.61,80.21
ORD102711,Beauty,Same-Day,1858,1.23,394.2,1,1.96,2.06,2.88,21.83
ORD102712,Electronics,Same-Day,4298,2.48,672.9,2,2.32,9.64,4.78,52.52
ORD102713,Fashion,Same-Day,4837,5.62,527.4,5,3.14,4.85,9.63,48.68
ORD102714,Fashion,Standard,3532,2.17,40.4,2,1.76,9.13,4.48,36.66
ORD102715,Electronics,Express,5599,3.88,798.8,8,4.27,9.91,5.05,72.02
ORD102716,Beauty,Standard,6157,3.92,150.1,5,3.86,5.43,9.99,54.46
ORD102717,Fashion,Same-Day,4324,2.5,930.1,3,2.39,5.53,9.21,66.52
ORD102718,Electronics,Express,4750,3.78,362.6,2,2.43,5.04,7.48,43.23
ORD102719,Fashion,Same-Day,5655,4.15,893.9,6,1.59,4.88,3.47,56.56
ORD102720,Electronics,Standard,6237,3.59,869.7,6,3.86,2.79,4.82,65.15
ORD102721,Fashion,Standard,5783,3.66,453.4,6,1.68,1.51,9.34,56.78
ORD102722,Fashion,Same-Day,1376,2.65,156.9,3,1.52,6.81,3.92,28.64
ORD102723,Home & Kitchen,Standard,5988,4.87,394.9,4,1.6,6.03,1.24,42.66
ORD102724,Beauty,Express,5079,4.24,224.4,10,4.03,4.91,3.32,41.86
ORD102725,Beauty,Standard,4727,2.77,824.2,4,3.01,9.53,1.38,74.2
ORD102726,Books,Same-Day,300,1.49,412.9,2,3.92,1.03,2.58,29.39
ORD102727,Books,Standard,8165,3.69,426.7,9,4.39,9.13,1.41,55.84
ORD102728,Beauty,Standard,2138,4.21,440.4,4,4.41,8.9,1.32,51.15
ORD102729,Beauty,Same-Day,3192,2.72,235.2,6,4.38,6.18,7.89,38.37
ORD102730,Books,Same-Day,1713,2.25,618.5,4,4.21,7.79,6.61,54.94
ORD102731,Books,Standard,2270,1.75,74.6,1,3.92,7.21,3.13,37.09
ORD102732,Home & Kitchen,Same-Day,8641,4.71,231.2,6,2.57,5.1,1.51,35.92
ORD102733,FASHION,Express,4184,3.84,610.1,5,3.65,1.23,7.69,47.14
ORD102734,Fashion,Same-Day,1587,2.96,365.8,2,2.65,3.82,8.58,33.6
ORD102735,Beauty,Standard,6201,2.67,177.1,5,2.55,2.98,4.48,40.43
ORD102736,Beauty,Express,8340,3.89,69.6,9,2.55,8.54,3.5,32.28
ORD102737,Fashion,Same-Day,6751,4.29,329.2,9,4.45,9.47,1.25,31.87
ORD102738,Fashion,Standard,7613,2.33,121.5,3,3.78,9.39,3.42,40.13
ORD102739,Beauty,Same-Day,4181,2.0,382.2,3,3.86,7.86,8.24,43.29
ORD102740,Books,Standard,1282,1.57,252.2,1,1.55,1.35,3.37,33.26
ORD102741,Fashion,Same-Day,2757,2.38,332.7,3,2.85,9.63,5.52,32.86
ORD102742,Beauty,Standard,6524,4.82,272.9,8,2.96,9.15,5.53,53.09
ORD102743,Books,Standard,3262,2.37,941.9,3,3.02,3.25,5.79,81.22
ORD102744,Home & Kitchen,Express,2235,2.39,187.4,1,2.2,1.2,4.33,20.59
ORD102745,Electronics,Same-Day,1969,2.82,260.8,2,1.69,8.13,9.9,36.25
ORD102746,Home & Kitchen,Express,1457,5.88,298.3,8,2.15,6.13,2.91,40.89
ORD102747,home & Kitchen,Standard,7950,4.65,701.1,7,3.87,8.8,8.23,78.07
ORD102748,Home & Kitchen,Express,4435,4.43,574.0,5,3.41,3.29,4.82,57.68
ORD102749,Fashion,Same-Day,2228,2.45,930.0,1,2.46,1.88,1.76,47.19
ORD102750,Home & Kitchen,Same-Day,2662,3.99,892.2,3,3.84,8.61,6.48,64.12
ORD102751,Beauty,Express,3072,2.7,271.8,3,3.32,1.77,8.57,31.32
ORD102752,Beauty,Same-Day,-1100,1.96,830.3,3,3.37,5.55,5.73,54.24
ORD102753,Books,Same-Day,5218,3.52,522.2,5,2.77,5.61,3.29,44.25
ORD102754,Electronics,Same-Day ,4756,4.46,486.8,6,2.23,6.03,9.25,48.27
ORD102755,Home & Kitchen,Same-Day,4102,4.02,763.4,6,1.95,1.31,9.78,55.07
ORD102756,Home & Kitchen,Express,937,2.53,108.4,1,2.79,9.8,7.59,41.6
ORD102757,Beauty,Express,5427,2.62,54.7,1,3.7,9.06,8.75,41.07
ORD102758,Books,Same-Day,714,2.26,96.6,3,2.34,6.79,5.75,24.62
ORD102759,Books,Express,3273,2.64,319.9,3,1.49,8.91,6.17,45.77
ORD102760,Electronics,Same-Day,3861,3.72,153.9,5,3.53,7.48,5.06,32.44
ORD102761,Fashion,Standard,4723,2.24,334.0,2,1.03,1.85,1.77,38.84
ORD102762,Fashion,Express,1588,2.5,865.1,2,1.18,5.91,5.1,53.24
ORD102763,Fashion,Same-Day,4147,1.94,273.8,3,3.46,6.27,2.59,26.5
ORD102764,Beauty,Express ,6357,3.14,752.7,6,3.67,6.23,8.92,69.68
ORD102765,Fashion,Standard,2938,1.86,27.1,2,1.19,5.65,6.13,22.18
ORD102766,Beauty,Express,6902,4.0,566.8,8,2.2,7.1,7.54,56.57
ORD102767,Electronics,Standard,3529,2.18,700.5,1,3.5,8.88,9.69,76.84
ORD102768,Books,Express,1741,2.95,325.5,3,3.73,2.92,3.42,29.26
ORD102769,Fashion,Express,5292,3.75,525.3,6,1.96,2.24,2.59,36.41
ORD102770,Books,Same-Day,3666,2.3,818.6,1,1.34,3.09,3.25,46.29
ORD102771,Electronics,Same-Day,5691,4.83,291.1,8,3.32,9.87,3.3,36.56
ORD102772,Electronics,Same-Day,5924,3.72,882.1,5,3.08,8.55,9.07,73.73
ORD102773,Books,Standard,5498,3.44,197.5,6,4.49,5.89,7.07,53.75
ORD102774,Beauty,Same-Day,4841,2.61,434.1,6,4.63,5.75,4.68,43.16
ORD102775,Fashion,Express,4647,4.22,502.4,5,2.74,6.07,5.93,40.04
ORD102776,Beauty,Express,4690,3.93,425.1,4,2.88,5.23,9.1,55.76
ORD102777,Beauty,Standard,3901,6.79,700.7,5,2.87,7.31,9.38,74.08
ORD102778,Electronics,Express,2299,3.06,520.2,4,2.94,8.97,4.78,55.4
ORD102779,Books,Same-Day,9751,3.44,583.7,7,3.01,4.34,1.8,43.51
ORD102780,Fashion,Express,2294,2.13,53.9,1,2.32,6.43,9.95,35.85
ORD102781,Home & Kitchen,Express,7571,4.44,395.1,4,4.21,6.93,9.68,58.07
ORD102782,Home & Kitchen,Express,4176,4.58,605.8,7,3.04,2.96,7.24,49.79
ORD102783,Books,Express,1534,3.29,-125,4,3.13,2.91,5.67,45.02
ORD102784,Beauty,Standard,3216,2.92,398.6,4,2.23,8.07,7.73,55.92
ORD102785,Electronics,Standard,6551,4.81,772.0,5,2.7,8.02,6.03,75.83
ORD102786,Home & Kitchen,Same-Day,7356,4.25,69.0,7,2.51,7.04,7.21,32.28
ORD102787,Beauty,Express,6370,5.11,161.4,9,3.76,5.1,9.36,43.87
ORD102788,Electronics,Express,3374,2.68,534.5,3,2.23,2.41,6.43,41.86
ORD102789,Home & Kitchen,Same-Day,3319,2.57,229.8,2,2.09,9.44,2.11,24.63
ORD102790,Home & Kitchen,Standard,4201,2.57,567.0,1,1.5,5.54,7.14,55.9
ORD102791,Fashion,Same-Day,1649,2.58,874.1,2,3.18,5.53,,58.88
ORD102792,Electronics,Same-Day,6347,3.41,84.9,5,1.72,9.54,7.46,37.81
ORD102793,Beauty,Standard,4204,2.99,315.3,7,2.29,5.87,9.5,50.84
ORD102794,Fashion,Same-Day,454,1.65,92.2,1,1.94,5.71,7.96,34.75
ORD102795,Home & Kitchen,Standard,9177,4.63,685.1,8,2.46,4.91,4.18,70.89
ORD102796,Home & Kitchen,Express,2958,3.35,448.2,2,2.62,6.8,8.78,46.15
ORD102797,Home & Kitchen,Same-Day,5748,4.29,745.5,7,4.79,9.94,8.48,67.6
ORD102798,Beauty,Same-Day,3241,3.22,757.7,2,0.86,7.18,4.35,47.12
ORD102799,Fashion,Same-Day,2551,2.68,456.3,4,3.88,1.35,1.9,32.08
ORD102800,Books,Standard,6485,3.41,791.6,8,2.39,2.0,1.52,54.95
ORD102801,Home & Kitchen,Express,2754,2.6,559.6,2,3.68,3.85,3.07,43.43
ORD102802,Beauty,Express,2735,3.74,766.4,6,3.92,1.72,6.79,68.1
ORD102803,Fashion,Standard,300,2.73,643.5,2,1.11,8.14,7.75,65.94
ORD102804,Books,Same-Day,5362,4.32,596.6,6,2.91,4.2,8.95,44.4
ORD102805,Electronics,Express,3682,2.67,411.7,1,2.11,5.69,8.03,48.12
ORD102806,Fashion,Standard,3398,2.93,275.3,3,3.35,3.76,6.44,50.74
ORD102807,Electronics,Same-Day,4906,2.35,802.1,1,3.5,8.97,6.92,61.25
ORD102808,Electronics,Express,6577,2.6,625.3,4,4.0,1.34,7.09,56.96
ORD102809,Fashion,Express,4861,3.1,869.2,6,2.56,4.03,6.71,65.62
ORD102810,Books,Express,1708,2.33,60.7,1,2.25,2.72,6.3,25.64
ORD102811,Books,Express,3392,1.99,641.3,1,2.79,4.54,2.33,46.76
ORD102812,Books,Express,2021,2.81,883.9,4,0.87,6.98,7.25,67.28
ORD102813,Fashion,Express,3785,2.82,426.5,2,1.53,7.66,4.84,43.04
ORD102814,Electronics,Standard,11113,5.0,163.4,10,4.33,2.67,5.38,47.04
ORD102815,Books,Same-Day,3901,3.89,391.2,8,3.95,4.81,4.53,
ORD102816,Books,Standard,2664,2.8,945.5,3,2.5,9.85,1.76,71.06
ORD102817,Fashion,Same-Day,2654,1.42,338.9,1,3.62,7.41,1.29,32.83
ORD102818,Home & Kitchen,Same-Day,5678,5.33,361.9,5,1.65,3.58,9.86,43.48
ORD102819,Beauty,Express,2973,1.94,703.4,1,3.14,6.26,1.27,45.24
ORD102820,Electronics,Standard,5836,4.07,210.4,4,1.27,5.36,4.26,38.67
ORD102821,Fashion,Same-Day,7270,4.55,765.0,8,2.45,6.74,3.03,55.83
ORD102822,Fashion,Express,3758,2.35,107.6,4,1.68,1.34,9.83,29.19
ORD102823,Home & Kitchen,Express,7646,5.26,871.3,9,4.93,2.96,3.39,54.28
ORD102824,Fashion,Same-Day,4198,5.28,729.0,5,4.02,7.4,5.2,56.52
ORD102825,Books,Express,4490,3.11,124.2,3,3.99,5.96,9.25,38.55
ORD102826,Electronics,Express,3695,1.81,72.6,1,3.19,2.7,9.05,31.04
ORD102827,Electronics,Express,4076,3.69,56.1,3,2.57,5.75,9.94,37.22
ORD102828,Fashion,Same-Day,5198,4.07,541.0,7,2.97,4.57,2.46,42.74
